timestamp,open,close,low,high,volume
2025-10-01T08:00:00+00:00,179.8800,179.4300,178.8000,180.0700,11637
2025-10-01T08:01:00+00:00,179.3100,178.9400,178.9400,179.3100,9691
2025-10-01T08:02:00+00:00,178.9600,178.8100,178.8000,179.0000,6405
2025-10-01T08:03:00+00:00,178.6800,178.6100,178.5800,178.7300,4127
2025-10-01T08:04:00+00:00,178.6200,178.5700,178.5500,178.6200,4143
2025-10-01T08:05:00+00:00,178.6100,178.4900,178.4800,178.6300,10774
2025-10-01T08:06:00+00:00,178.4900,178.4300,178.2500,178.5900,11565
2025-10-01T08:07:00+00:00,178.5100,178.6000,178.4200,178.6000,4219
2025-10-01T08:08:00+00:00,178.7500,178.7500,178.7500,178.7500,2000
2025-10-01T08:09:00+00:00,178.8200,178.6900,178.6800,178.8500,3004
2025-10-01T08:10:00+00:00,178.6800,178.7300,178.6600,178.7300,2630
2025-10-01T08:11:00+00:00,178.7500,178.6300,178.6000,178.7500,2835
2025-10-01T08:12:00+00:00,178.7300,178.7400,178.7300,178.7400,1497
2025-10-01T08:13:00+00:00,178.7800,178.7200,178.7200,178.7800,2290
2025-10-01T08:14:00+00:00,178.8300,178.8600,178.8300,178.8600,1437
2025-10-01T08:15:00+00:00,178.8000,178.4700,178.4700,178.8000,8139
2025-10-01T08:16:00+00:00,178.5100,178.4000,178.3700,178.5100,4094
2025-10-01T08:17:00+00:00,178.4000,178.2800,178.2800,178.4000,2602
2025-10-01T08:18:00+00:00,178.3900,178.3000,178.3000,178.4000,3890
2025-10-01T08:19:00+00:00,178.3000,178.3000,178.3000,178.3000,1575
2025-10-01T08:20:00+00:00,178.2600,178.2100,178.1200,178.2800,5487
2025-10-01T08:21:00+00:00,178.1700,178.1700,178.1700,178.2100,2989
2025-10-01T08:22:00+00:00,178.3000,178.4800,178.3000,178.4800,2847
2025-10-01T08:23:00+00:00,178.4000,178.3500,178.3500,178.4000,1441
2025-10-01T08:24:00+00:00,178.4000,178.4000,178.3800,178.4000,1537
2025-10-01T08:25:00+00:00,178.4600,178.5000,178.4600,178.5000,2583
2025-10-01T08:26:00+00:00,178.5500,178.5700,178.5500,178.5700,1428
2025-10-01T08:27:00+00:00,178.7100,178.7700,178.7100,178.7700,1943
2025-10-01T08:28:00+00:00,178.8300,178.7000,178.6900,178.8300,1805
2025-10-01T08:29:00+00:00,178.7400,178.9500,178.7400,179.0000,3388
2025-10-01T08:30:00+00:00,178.9500,179.0000,178.9500,179.0000,2650
2025-10-01T08:31:00+00:00,179.0000,179.1200,179.0000,179.1200,2013
2025-10-01T08:32:00+00:00,179.1400,179.1500,179.1000,179.1500,4611
2025-10-01T08:33:00+00:00,179.2600,179.2600,179.2600,179.2800,1935
2025-10-01T08:34:00+00:00,179.2800,179.2600,179.2600,179.3000,4908
2025-10-01T08:35:00+00:00,179.2100,179.1300,179.1300,179.2100,1576
2025-10-01T08:36:00+00:00,179.1400,179.1500,179.1400,179.1500,1522
2025-10-01T08:38:00+00:00,179.1400,178.9800,178.9800,179.1400,1575
2025-10-01T08:40:00+00:00,179.0900,179.0900,179.0900,179.0900,239
2025-10-01T08:41:00+00:00,179.0900,179.1100,178.9500,179.1100,2292
2025-10-01T08:43:00+00:00,179.2000,179.3000,179.1800,179.3000,2189
2025-10-01T08:44:00+00:00,179.2900,179.4500,179.2900,179.4500,2810
2025-10-01T08:45:00+00:00,179.4000,179.3000,179.3000,179.4000,2724
2025-10-01T08:46:00+00:00,179.2100,179.2100,179.2100,179.2100,1220
2025-10-01T08:48:00+00:00,179.3100,179.4400,179.3100,179.4400,3730
2025-10-01T08:49:00+00:00,179.4600,179.7700,179.4600,179.9800,12864
2025-10-01T08:50:00+00:00,179.8700,179.8800,179.8700,179.8800,2422
