timestamp,open,close,low,high,volume
2025-10-08T08:00:00+00:00,183.0000,182.6800,182.6800,183.0000,2450
2025-10-08T08:01:00+00:00,182.8100,182.8600,182.8100,182.8600,2136
2025-10-08T08:02:00+00:00,182.9800,183.0000,182.9500,183.0000,4159
2025-10-08T08:03:00+00:00,183.1100,183.2400,183.1100,183.2400,1253
2025-10-08T08:04:00+00:00,183.1700,183.2300,183.1700,183.2300,1197
2025-10-08T08:07:00+00:00,183.1800,183.1800,183.1800,183.1800,969
2025-10-08T08:08:00+00:00,183.1800,183.1800,183.1800,183.1800,806
2025-10-08T08:09:00+00:00,183.3700,183.2900,183.2900,183.3800,2435
2025-10-08T08:10:00+00:00,183.3300,183.3500,183.3300,183.3500,793
2025-10-08T08:11:00+00:00,183.3500,183.3100,183.3100,183.3500,1340
2025-10-08T08:12:00+00:00,183.2600,183.2600,183.2600,183.2600,462
2025-10-08T08:13:00+00:00,183.3000,183.3000,183.3000,183.3000,563
2025-10-08T08:15:00+00:00,183.4600,183.4700,183.4600,183.4800,1001
2025-10-08T08:16:00+00:00,183.4000,183.5000,183.4000,183.5000,2330
2025-10-08T08:17:00+00:00,183.6400,183.5500,183.5500,183.6400,1806
2025-10-08T08:18:00+00:00,183.5800,183.4200,183.4200,183.5800,1973
2025-10-08T08:20:00+00:00,183.5500,183.8800,183.5500,184.0000,10066
2025-10-08T08:21:00+00:00,183.8100,183.8000,183.8000,183.8100,1048
2025-10-08T08:23:00+00:00,183.8300,183.8900,183.8100,183.8900,1094
2025-10-08T08:25:00+00:00,183.8900,183.9000,183.8900,183.9000,1178
2025-10-08T08:26:00+00:00,183.9500,183.7600,183.7600,183.9500,1608
2025-10-08T08:27:00+00:00,183.8500,183.9100,183.8500,183.9100,1853
2025-10-08T08:28:00+00:00,183.7900,183.7900,183.7900,183.7900,856
2025-10-08T08:29:00+00:00,183.9000,183.9100,183.9000,183.9100,2473
2025-10-08T08:30:00+00:00,183.8500,183.8500,183.8500,183.8500,481
2025-10-08T08:31:00+00:00,183.8500,183.8500,183.8500,183.8500,1016
2025-10-08T08:32:00+00:00,183.9500,183.9600,183.9500,184.0000,4869
2025-10-08T08:33:00+00:00,183.9000,184.1700,183.9000,184.1700,4916
2025-10-08T08:34:00+00:00,184.2100,184.2100,184.2100,184.2100,1029
2025-10-08T08:35:00+00:00,184.2500,184.2500,184.2500,184.2500,1027
2025-10-08T08:36:00+00:00,184.2500,184.5500,184.2500,184.6000,7825
2025-10-08T08:37:00+00:00,184.6000,184.5400,184.5400,184.6000,1488
2025-10-08T08:38:00+00:00,184.4100,184.3600,184.3600,184.4100,1047
2025-10-08T08:39:00+00:00,184.4200,184.4900,184.4100,184.4900,1950
2025-10-08T08:41:00+00:00,184.3000,184.3000,184.3000,184.3000,1021
2025-10-08T08:42:00+00:00,184.3000,184.2600,184.2600,184.3000,789
2025-10-08T08:45:00+00:00,184.3700,184.4000,184.3700,184.4000,600
2025-10-08T08:46:00+00:00,184.4000,184.3700,184.3700,184.4000,647
2025-10-08T08:47:00+00:00,184.3600,184.2300,184.2300,184.3600,1410
2025-10-08T08:48:00+00:00,184.1700,184.1600,184.1600,184.1700,1401
2025-10-08T08:50:00+00:00,183.9800,183.9800,183.9800,183.9800,618
2025-10-08T08:51:00+00:00,184.1000,184.1000,184.1000,184.1000,609
2025-10-08T08:52:00+00:00,184.1000,184.1000,184.1000,184.1000,884
2025-10-08T08:56:00+00:00,183.9700,184.0100,183.9700,184.0100,2038
2025-10-08T08:57:00+00:00,184.0000,183.9200,183.8900,184.0000,866
2025-10-08T09:02:00+00:00,184.0800,184.0800,184.0800,184.0800,324
2025-10-08T09:04:00+00:00,184.0400,184.0000,184.0000,184.0500,1976
2025-10-08T09:09:00+00:00,184.0900,184.0900,184.0900,184.0900,662
2025-10-08T09:11:00+00:00,184.0000,183.9600,183.9600,184.0000,891
2025-10-08T09:12:00+00:00,184.0400,184.0400,184.0400,184.0400,630
2025-10-08T09:17:00+00:00,183.8400,183.8400,183.8400,183.8400,233
2025-10-08T09:18:00+00:00,183.8500,183.8500,183.8500,183.8500,404
2025-10-08T09:21:00+00:00,183.8200,183.8200,183.8200,183.8200,806
2025-10-08T09:23:00+00:00,183.6800,183.6800,183.6800,183.6800,288
2025-10-08T09:24:00+00:00,183.6500,183.6000,183.6000,183.6500,1128
2025-10-08T09:25:00+00:00,183.6000,183.6000,183.6000,183.6000,692
2025-10-08T09:27:00+00:00,183.8000,183.8500,183.7900,183.8500,1688
2025-10-08T09:28:00+00:00,183.8900,183.9000,183.8900,183.9700,1057
2025-10-08T09:31:00+00:00,184.0300,184.0300,184.0300,184.0300,1100
2025-10-08T09:34:00+00:00,183.9200,183.9200,183.9200,183.9200,1197
2025-10-08T09:36:00+00:00,183.8900,183.8900,183.8900,183.8900,643
2025-10-08T09:42:00+00:00,184.0000,183.8400,183.8400,184.0000,1512
2025-10-08T09:45:00+00:00,183.9000,183.9000,183.9000,183.9000,488
2025-10-08T09:49:00+00:00,183.8100,183.7600,183.7600,183.8100,1046
2025-10-08T09:58:00+00:00,183.9200,183.8900,183.8900,183.9200,619
2025-10-08T10:00:00+00:00,183.9000,183.9000,183.9000,183.9000,221
2025-10-08T10:03:00+00:00,183.9800,184.0000,183.9800,184.0000,1450
2025-10-08T10:04:00+00:00,184.1000,184.1000,184.1000,184.1000,807
2025-10-08T10:05:00+00:00,184.1400,184.1300,184.1300,184.1400,786
