timestamp,open,close,low,high,volume
2025-09-19T08:00:00+00:00,176.1900,175.9000,175.9000,176.8800,13758
2025-09-19T08:01:00+00:00,176.0500,176.1700,175.9800,176.3000,5087
2025-09-19T08:02:00+00:00,176.0000,175.4900,175.4900,176.0000,6760
2025-09-19T08:03:00+00:00,175.5700,175.7900,175.5700,175.7900,3541
2025-09-19T08:04:00+00:00,175.8700,175.5500,175.5500,176.0100,5611
2025-09-19T08:05:00+00:00,175.5900,175.7500,175.5900,175.7500,3831
2025-09-19T08:06:00+00:00,175.6600,175.7400,175.6600,175.7400,1473
2025-09-19T08:07:00+00:00,175.6000,175.5000,175.4900,175.6000,5899
2025-09-19T08:08:00+00:00,175.5400,175.6000,175.5400,175.6000,2731
2025-09-19T08:09:00+00:00,175.4200,175.5100,175.4200,175.5100,2204
2025-09-19T08:11:00+00:00,175.3900,175.4000,175.3900,175.4000,2101
2025-09-19T08:12:00+00:00,175.4200,175.7400,175.4200,175.7800,10425
2025-09-19T08:13:00+00:00,175.5600,175.5600,175.5600,175.5600,966
2025-09-19T08:14:00+00:00,175.6500,175.5900,175.5900,175.6500,2129
2025-09-19T08:15:00+00:00,175.7100,175.8900,175.7100,175.8900,8461
2025-09-19T08:16:00+00:00,175.7500,175.7500,175.7500,175.7500,1502
2025-09-19T08:18:00+00:00,175.8600,175.8600,175.8300,175.8600,1659
2025-09-19T08:20:00+00:00,175.8300,175.8300,175.8300,175.8300,1242
2025-09-19T08:21:00+00:00,175.8100,175.8000,175.8000,175.8100,1639
2025-09-19T08:22:00+00:00,175.8100,175.8100,175.8100,175.8100,1072
2025-09-19T08:23:00+00:00,175.8000,175.8500,175.8000,175.8500,3243
2025-09-19T08:26:00+00:00,175.8000,175.7700,175.7700,175.8000,1564
2025-09-19T08:27:00+00:00,175.8800,175.8500,175.8400,175.9000,1705
2025-09-19T08:28:00+00:00,175.9100,175.8800,175.8800,175.9100,4358
2025-09-19T08:29:00+00:00,175.8800,175.8800,175.8800,175.8800,785
2025-09-19T08:30:00+00:00,175.9100,175.7700,175.7700,175.9100,3826
2025-09-19T08:31:00+00:00,175.8500,175.8500,175.8500,175.8500,3233
2025-09-19T08:33:00+00:00,175.8900,175.9300,175.8900,175.9300,1084
2025-09-19T08:34:00+00:00,176.0200,176.0800,176.0200,176.0800,1007
2025-09-19T08:35:00+00:00,175.9500,175.9600,175.9500,175.9600,2027
2025-09-19T08:36:00+00:00,175.9200,175.9200,175.9200,175.9200,502
2025-09-19T08:37:00+00:00,175.8700,175.8700,175.8700,175.8700,1215
2025-09-19T08:39:00+00:00,175.9100,175.8600,175.8600,175.9100,589
2025-09-19T08:40:00+00:00,175.8600,175.8600,175.8600,175.8600,453
2025-09-19T08:42:00+00:00,175.9400,175.9400,175.9400,175.9400,683
2025-09-19T08:44:00+00:00,175.9300,176.0000,175.9300,176.0000,1290
2025-09-19T08:46:00+00:00,175.8800,175.8600,175.8500,175.8800,2629
2025-09-19T08:47:00+00:00,175.8700,175.8600,175.8600,175.8700,362
2025-09-19T08:48:00+00:00,175.8800,175.8800,175.8800,175.8800,447
2025-09-19T08:51:00+00:00,175.9800,175.9800,175.9800,175.9800,339
2025-09-19T08:54:00+00:00,175.9700,175.9700,175.9700,175.9700,316
2025-09-19T08:57:00+00:00,175.9600,176.0000,175.9600,176.0000,1733
2025-09-19T08:58:00+00:00,175.9700,175.9700,175.9700,175.9700,1135
2025-09-19T09:01:00+00:00,175.8700,175.8600,175.8200,175.8700,4930
2025-09-19T09:02:00+00:00,175.9000,175.9200,175.9000,175.9200,513
2025-09-19T09:05:00+00:00,175.8400,175.8500,175.8100,175.8500,1969
2025-09-19T09:06:00+00:00,175.8000,175.8000,175.8000,175.8000,719
2025-09-19T09:08:00+00:00,175.7200,175.6700,175.6700,175.7200,925
2025-09-19T09:09:00+00:00,175.6700,175.6400,175.6400,175.6700,895
2025-09-19T09:10:00+00:00,175.6100,175.6000,175.6000,175.6100,976
2025-09-19T09:11:00+00:00,175.5400,175.5400,175.5400,175.5400,1412
2025-09-19T09:12:00+00:00,175.6000,175.6000,175.6000,175.6000,1293
2025-09-19T09:13:00+00:00,175.6400,175.6400,175.6400,175.6400,144
2025-09-19T09:14:00+00:00,175.6200,175.6900,175.6200,175.6900,2062
2025-09-19T09:15:00+00:00,175.7000,175.7000,175.7000,175.7000,709
2025-09-19T09:16:00+00:00,175.7600,175.7600,175.7600,175.7600,1295
2025-09-19T09:19:00+00:00,175.8100,175.8000,175.8000,175.8100,620
2025-09-19T09:22:00+00:00,175.7600,175.8200,175.7300,175.8200,943
2025-09-19T09:25:00+00:00,175.8900,175.8900,175.8900,175.8900,1858
2025-09-19T09:33:00+00:00,175.8900,175.8900,175.8900,175.9000,2906
2025-09-19T09:34:00+00:00,175.9000,175.9000,175.9000,175.9000,414
2025-09-19T09:41:00+00:00,175.9300,175.9300,175.9300,175.9300,558
2025-09-19T09:42:00+00:00,175.9500,175.9500,175.9500,175.9500,1390
2025-09-19T09:43:00+00:00,175.9500,176.0000,175.9500,176.0500,5485
2025-09-19T09:44:00+00:00,176.0000,176.0000,176.0000,176.0000,385
2025-09-19T09:46:00+00:00,176.0000,176.0000,176.0000,176.0000,642
2025-09-19T09:47:00+00:00,175.9200,175.9100,175.9100,175.9200,957
2025-09-19T09:48:00+00:00,175.9800,175.9800,175.9800,175.9800,400
2025-09-19T09:50:00+00:00,175.8600,175.8600,175.8600,175.8600,2618
2025-09-19T09:51:00+00:00,175.8400,175.8500,175.8400,175.8500,986
2025-09-19T09:52:00+00:00,175.8100,175.8000,175.8000,175.8100,977
2025-09-19T09:58:00+00:00,175.9800,175.9800,175.9800,175.9800,201
2025-09-19T10:00:00+00:00,175.9300,175.9500,175.9300,175.9500,1797
2025-09-19T10:01:00+00:00,175.9200,175.9500,175.9200,175.9500,298
2025-09-19T10:02:00+00:00,175.9100,175.8900,175.8900,175.9100,1372
2025-09-19T10:03:00+00:00,175.8700,175.8700,175.8700,175.8700,689
2025-09-19T10:04:00+00:00,175.8600,175.8600,175.8600,175.8700,2315
2025-09-19T10:08:00+00:00,175.9400,176.1000,175.9400,176.1000,3068
2025-09-19T10:09:00+00:00,176.1800,176.2600,176.1800,176.2600,3847
2025-09-19T10:10:00+00:00,176.1100,176.1000,176.1000,176.1100,643
2025-09-19T10:13:00+00:00,176.0700,176.0700,176.0700,176.0700,494
2025-09-19T10:14:00+00:00,176.1500,176.2000,176.1500,176.2000,1655
2025-09-19T10:18:00+00:00,176.3400,176.3400,176.3400,176.3400,1396
