date,ticker,volume,low,close,open,high,log_return,pct_change,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,atr_14,rolling_volatility_30,bollinger_mid,bollinger_upper,bollinger_lower,rsi_14,close_open_pct,high_low_pct,gap_pct,volume_sma_20,volume_roc,volume_z,rolling_high_50,rolling_low_50
2020-12-24 00:00:00+00:00,PLTR,26306800,27.520000,27.750000,28.800000,29.160000,-0.033313,-0.032764,26.750500,18.993400,27.109695,24.710306,2.399389,2.757577,2.441429,1.333707,26.750500,30.177584,23.323416,60.504269,-0.036458,0.059099,-0.005181,82199720.000000,-0.552394,-1.259474,33.500000,9.180000
2020-12-28 00:00:00+00:00,PLTR,55878700,25.400000,25.630000,28.390000,28.590000,-0.079472,-0.076396,26.649000,19.307800,26.882050,24.778431,2.103618,2.626785,2.301429,1.326904,26.649000,30.082905,23.215095,53.146448,-0.097217,0.124464,-0.014236,74601955.000000,1.124116,-0.560876,33.500000,9.200000
2020-12-29 00:00:00+00:00,PLTR,47302400,24.340000,24.660000,25.750000,26.180000,-0.038581,-0.037846,26.526500,19.606800,26.540196,24.769658,1.770537,2.455536,2.147857,1.324694,26.526500,30.064387,22.988613,50.141864,-0.042330,0.074615,-0.092990,70104925.000000,-0.153481,-0.749425,33.500000,9.200000
2020-12-30 00:00:00+00:00,PLTR,34586700,24.630000,25.100000,24.970000,25.910000,0.017685,0.017843,26.498000,19.917400,26.318627,24.794128,1.524499,2.269328,1.987857,1.324363,26.498000,30.073917,22.922083,51.481789,0.005206,0.050996,-0.030291,67631760.000000,-0.268817,-1.058014,33.500000,9.200000
2020-12-31 00:00:00+00:00,PLTR,39922500,23.520000,23.550000,24.630000,24.720000,-0.063742,-0.061753,26.550000,20.203000,25.892685,24.701971,1.190714,2.053605,1.894286,1.307524,26.550000,29.905172,23.194828,46.718599,-0.043849,0.050955,-0.013616,62174780.000000,0.154273,-0.882654,33.500000,9.200000
2021-01-04 00:00:00+00:00,PLTR,44970400,22.500000,23.370000,23.910000,24.500000,-0.007673,-0.007643,26.517000,20.486400,25.504579,24.603306,0.901273,1.823139,1.879286,1.308538,26.517000,29.987532,23.046468,46.184203,-0.022585,0.085580,-0.029233,60141585.000000,0.126442,-0.610354,33.500000,9.220000
2021-01-05 00:00:00+00:00,PLTR,29050400,22.890000,24.600000,23.180000,24.670000,0.051293,0.052632,26.554500,20.784800,25.365413,24.603061,0.762352,1.610982,1.897143,1.306254,26.554500,29.918260,23.190740,50.362512,0.061260,0.072358,-0.030531,58791900.000000,-0.354011,-1.152534,33.500000,9.470000
2021-01-06 00:00:00+00:00,PLTR,32732900,23.250000,23.540000,24.120000,24.460000,-0.044045,-0.043089,26.284500,21.065800,25.084580,24.524316,0.560264,1.400838,1.870714,1.306019,26.284500,29.708388,22.860612,46.977457,-0.024046,0.051402,0.040552,54505360.000000,0.126762,-0.978691,33.500000,9.600000
2021-01-07 00:00:00+00:00,PLTR,32240000,23.670000,25.000000,24.020000,25.190000,0.060175,0.062022,26.105000,21.366800,25.071568,24.559552,0.512016,1.223074,1.894286,1.239336,26.105000,29.393721,22.816279,51.784486,0.040799,0.060800,-0.004146,49879645.000000,-0.015058,-1.141628,33.500000,9.850000
2021-01-08 00:00:00+00:00,PLTR,41313800,24.700000,25.200000,25.700000,26.440000,0.007968,0.008000,26.033500,21.651800,25.091327,24.606992,0.484334,1.075326,1.909286,1.182690,26.033500,29.336311,22.730689,52.420835,-0.019455,0.069048,0.069942,47963600.000000,0.281445,-0.479730,33.500000,9.850000
2021-01-11 00:00:00+00:00,PLTR,32609000,24.310000,25.930000,24.610000,26.600000,0.028557,0.028968,25.978000,21.953400,25.220353,24.704993,0.515360,0.963333,1.970714,0.995581,25.978000,29.246726,22.709274,54.767423,0.053637,0.088315,-0.042412,46705310.000000,-0.210700,-1.002242,33.500000,9.850000
2021-01-12 00:00:00+00:00,PLTR,26887200,25.510000,26.180000,26.340000,26.420000,0.009595,0.009641,25.927000,22.262000,25.367991,24.814253,0.553739,0.881414,1.800000,0.986454,25.927000,29.146912,22.707088,55.575485,-0.006074,0.034759,0.070297,45411450.000000,-0.175467,-1.263946,33.500000,9.850000
2021-01-13 00:00:00+00:00,PLTR,51216600,25.130000,25.500000,25.710000,27.430000,-0.026317,-0.025974,25.840000,22.569400,25.388300,24.865049,0.523252,0.809782,1.778571,0.987675,25.840000,29.004081,22.675919,52.811864,-0.008168,0.090196,-0.023918,45735555.000000,0.904869,0.372564,33.500000,10.230000
2021-01-14 00:00:00+00:00,PLTR,32908000,24.370000,24.920000,25.450000,25.620000,-0.023008,-0.022745,25.764500,22.857000,25.316254,24.869119,0.447135,0.737252,1.771429,0.977416,25.764500,28.941340,22.587660,50.504943,-0.020825,0.050161,-0.010113,44917295.000000,-0.357474,-0.802887,33.500000,10.440000
2021-01-15 00:00:00+00:00,PLTR,92285500,25.460000,25.640000,26.260000,28.000000,0.028483,0.028892,25.750500,23.159800,25.366061,24.926222,0.439840,0.677770,1.874286,0.906745,25.750500,28.926923,22.574077,53.235830,-0.023610,0.099064,0.031827,47330900.000000,1.804348,2.453761,33.500000,10.550000
2021-01-19 00:00:00+00:00,PLTR,48675800,26.000000,26.620000,26.810000,27.540000,0.037509,0.038222,25.720000,23.477800,25.558975,25.051687,0.507288,0.643673,1.782143,0.893299,25.720000,28.847952,22.592048,56.734939,-0.007087,0.057851,0.020944,47073200.000000,-0.472552,0.087763,33.500000,10.850000
2021-01-20 00:00:00+00:00,PLTR,37459000,25.700000,26.340000,27.290000,27.300000,-0.010574,-0.010518,25.738500,23.767000,25.679133,25.147117,0.532015,0.621342,1.765000,0.893706,25.738500,28.877037,22.599963,55.458129,-0.034811,0.060744,0.017904,45394005.000000,-0.230439,-0.454277,33.500000,12.050000
2021-01-21 00:00:00+00:00,PLTR,29891400,25.300000,25.980000,26.420000,26.680000,-0.013762,-0.013667,25.612000,24.010000,25.725420,25.208812,0.516608,0.600395,1.772143,0.639056,25.612000,28.471758,22.752242,53.782247,-0.016654,0.053118,-0.031880,43052120.000000,-0.202024,-0.815715,33.500000,13.180000
2021-01-22 00:00:00+00:00,PLTR,156844700,25.820000,32.580000,25.850000,32.650000,0.226372,0.254042,25.839000,24.368200,26.779971,25.754826,1.025145,0.685345,2.147143,0.980005,25.839000,29.955048,21.722952,71.052920,0.260348,0.209638,-0.021575,47592700.000000,4.247151,3.657371,33.500000,13.180000
2021-01-25 00:00:00+00:00,PLTR,191345300,29.560000,36.230000,34.460000,39.580000,0.106189,0.112032,26.216000,24.812800,28.233821,26.530765,1.703056,0.888887,2.720000,1.000083,26.216000,32.328556,20.103444,76.322439,0.051364,0.276566,0.333075,54221355.000000,0.219967,3.123631,39.580000,14.400000
2021-01-26 00:00:00+00:00,PLTR,65870000,34.320000,35.370000,35.140000,36.870000,-0.024024,-0.023737,26.597000,25.201000,29.331695,27.185523,2.146172,1.140344,2.775000,1.005373,26.597000,33.938522,19.255478,72.952688,0.006545,0.072095,0.019733,56199515.000000,-0.655753,0.222494,39.580000,14.410000
2021-01-27 00:00:00+00:00,PLTR,170758800,32.250000,39.000000,32.970000,45.000000,0.097698,0.102629,27.265500,25.689400,30.819127,28.060670,2.758457,1.463967,3.589286,1.039796,27.265500,36.441862,18.089138,77.473636,0.182894,0.326923,-0.061753,61943520.000000,1.592361,2.156930,45.000000,14.490000
2021-01-28 00:00:00+00:00,PLTR,85250700,33.100000,35.660000,39.540000,42.000000,-0.089532,-0.085641,27.815500,26.086600,31.563876,28.623583,2.940293,1.759232,4.107143,1.078836,27.815500,37.630694,18.000306,66.465230,-0.098128,0.249579,0.199272,63840935.000000,-0.500754,0.423261,45.000000,15.010000
2021-01-29 00:00:00+00:00,PLTR,42030900,34.660000,35.180000,36.610000,38.010000,-0.013552,-0.013460,28.319500,26.471600,32.120203,29.109243,3.010960,2.009578,4.222143,1.074506,28.319500,38.572995,18.066005,65.035028,-0.039060,0.095225,-0.074102,64213145.000000,-0.506973,-0.440269,45.000000,16.180000
2021-02-01 00:00:00+00:00,PLTR,43460900,32.580000,33.960000,35.330000,35.620000,-0.035294,-0.034679,28.840000,26.793800,32.403249,29.468559,2.934690,2.194600,4.275714,1.079268,28.840000,39.130885,18.549115,61.417608,-0.038777,0.089517,-0.034963,64390065.000000,0.034023,-0.416089,45.000000,17.540000
2021-02-02 00:00:00+00:00,PLTR,69647900,30.500000,31.020000,34.100000,34.200000,-0.090551,-0.086572,29.222500,27.056200,32.190441,29.583480,2.606961,2.277072,4.475000,1.108520,29.222500,39.221883,19.223117,53.670191,-0.090323,0.119278,-0.034815,65623940.000000,0.602542,0.080318,45.000000,17.960000
2021-02-03 00:00:00+00:00,PLTR,35312000,31.380000,31.760000,32.390000,32.950000,0.023575,0.023856,29.580500,27.311800,32.124219,29.744704,2.379515,2.297561,4.448571,1.098063,29.580500,39.394019,19.766981,55.201956,-0.019450,0.049433,-0.050147,65937020.000000,-0.492993,-0.613986,45.000000,18.000000
2021-02-04 00:00:00+00:00,PLTR,31565000,31.050000,32.050000,32.580000,33.180000,0.009090,0.009131,30.006000,27.589800,32.112801,29.915467,2.197334,2.277516,4.511429,1.065256,30.006000,39.447669,20.564331,55.818443,-0.016268,0.066459,0.005866,65878625.000000,-0.106111,-0.687364,45.000000,18.570000
2021-02-05 00:00:00+00:00,PLTR,62375300,31.750000,34.050000,32.610000,35.200000,0.060533,0.062402,30.458500,27.850000,32.410832,30.221728,2.189103,2.259833,4.537857,1.075316,30.458500,39.756355,21.160645,59.915377,0.044158,0.101322,0.000921,67385390.000000,0.976091,-0.101619,45.000000,20.630000
2021-02-08 00:00:00+00:00,PLTR,72376000,35.890000,36.050000,37.220000,39.220000,0.057077,0.058737,31.001000,28.094600,32.970704,30.653452,2.317252,2.271317,4.771429,1.084415,31.001000,40.273086,21.728914,63.554881,-0.031435,0.092372,0.141368,68938500.000000,0.160331,0.070259,45.000000,21.150000
2021-02-09 00:00:00+00:00,PLTR,44243200,36.130000,38.170000,36.900000,38.260000,0.057143,0.058807,31.613000,28.277000,33.770595,31.210234,2.560362,2.329126,4.815000,1.085693,31.613000,41.089326,22.136674,66.977544,0.034417,0.055803,-0.008598,69520210.000000,-0.388703,-0.520756,45.000000,21.150000
2021-02-10 00:00:00+00:00,PLTR,45177200,35.000000,35.700000,38.150000,38.240000,-0.066899,-0.064711,32.089000,28.437800,34.067427,31.542809,2.524618,2.368224,4.947857,1.077850,32.089000,41.370653,22.807347,59.917255,-0.064220,0.090756,0.033875,70434710.000000,0.021111,-0.527725,45.000000,21.150000
2021-02-11 00:00:00+00:00,PLTR,52094900,32.610000,33.110000,35.790000,35.980000,-0.075315,-0.072549,32.469500,28.557800,33.920130,31.658897,2.261233,2.346826,4.700714,1.096658,32.469500,41.222726,23.716274,53.543602,-0.074881,0.101782,-0.061861,70478625.000000,0.153124,-0.384251,45.000000,21.150000
2021-02-12 00:00:00+00:00,PLTR,60925600,31.340000,31.910000,33.360000,33.650000,-0.036916,-0.036243,32.819000,28.682600,33.610880,31.677497,1.933382,2.264137,4.150000,1.105339,32.819000,40.829719,24.808281,50.844929,-0.043465,0.072391,-0.067896,71879505.000000,0.169512,-0.232620,45.000000,21.150000
2021-02-16 00:00:00+00:00,PLTR,180294300,27.300000,27.840000,30.020000,30.440000,-0.136446,-0.127546,32.929000,28.789200,32.723052,31.393238,1.329814,2.077273,4.297143,1.157778,32.929000,40.576849,25.281151,42.939929,-0.072618,0.112787,-0.100120,76279945.000000,1.959254,1.967896,45.000000,22.500000
2021-02-17 00:00:00+00:00,PLTR,151007000,27.000000,27.080000,27.990000,29.730000,-0.027678,-0.027299,32.952000,28.850200,31.854890,31.073739,0.781151,1.818048,3.581429,1.161487,32.952000,40.522334,25.381666,41.638114,-0.032512,0.100812,-0.067622,81396505.000000,-0.162442,1.266702,45.000000,22.500000
2021-02-18 00:00:00+00:00,PLTR,313175100,24.500000,25.170000,24.990000,26.310000,-0.073143,-0.070532,32.893500,28.876600,30.826446,30.636425,0.190020,1.492443,3.130000,1.174575,32.893500,40.693566,25.093434,38.480675,0.007203,0.071911,-0.107181,95182310.000000,1.073911,2.927268,45.000000,22.500000
2021-02-19 00:00:00+00:00,PLTR,320063700,26.900000,29.000000,27.020000,29.960000,0.141643,0.152165,33.044500,28.877800,30.545454,30.515208,0.030245,1.200003,3.232857,1.241982,33.044500,40.384394,25.704606,47.137210,0.073279,0.105517,0.081232,109690925.000000,0.021996,2.387909,45.000000,22.500000
2021-02-22 00:00:00+00:00,PLTR,183049500,27.540000,28.000000,29.960000,30.190000,-0.035091,-0.034483,32.815500,28.866000,30.153846,30.328897,-0.175051,0.924992,3.205000,1.238202,32.815500,40.494372,25.136628,45.343177,-0.065421,0.094643,0.108808,111001165.000000,-0.428084,0.809283,45.000000,22.500000
2021-02-23 00:00:00+00:00,PLTR,145289400,23.900000,26.750000,25.960000,27.460000,-0.045670,-0.044643,32.341500,28.868400,29.630177,30.063793,-0.433616,0.653271,3.233571,1.247044,32.341500,40.298252,24.384748,43.133272,0.030431,0.133084,-0.133511,108698370.000000,-0.206284,0.418562,45.000000,22.500000
2021-02-24 00:00:00+00:00,PLTR,90095700,25.750000,26.390000,26.710000,27.230000,-0.013549,-0.013458,31.892500,28.855400,29.131688,29.791660,-0.659972,0.390622,3.201429,1.245966,31.892500,40.137927,23.647073,42.490976,-0.011981,0.056082,0.028891,109909655.000000,-0.379888,-0.227844,45.000000,22.500000
2021-02-25 00:00:00+00:00,PLTR,161776400,23.150000,23.960000,25.820000,26.440000,-0.096599,-0.092080,31.140500,28.790600,28.336044,29.359686,-1.023642,0.107769,3.284286,1.276056,31.140500,39.399932,22.881068,38.340746,-0.072037,0.137312,-0.033321,109460535.000000,0.795606,0.603728,45.000000,22.500000
2021-02-26 00:00:00+00:00,PLTR,119588600,22.700000,23.900000,24.200000,24.500000,-0.002507,-0.002504,30.552500,28.723800,27.653576,28.955264,-1.301689,-0.174122,3.166429,1.273714,30.552500,39.125660,21.979340,38.241425,-0.012397,0.075314,-0.062742,111177430.000000,-0.260778,0.097250,45.000000,22.500000
2021-03-01 00:00:00+00:00,PLTR,85059900,24.620000,24.810000,25.190000,25.900000,0.037368,0.038075,30.034000,28.691400,27.216102,28.648208,-1.432105,-0.425719,2.940000,1.276142,30.034000,38.682776,21.385224,40.748420,-0.015085,0.051592,0.040909,113328880.000000,-0.288729,-0.331776,45.000000,22.500000
2021-03-02 00:00:00+00:00,PLTR,73997000,24.260000,24.480000,25.000000,25.590000,-0.013390,-0.013301,29.560000,28.662600,26.795164,28.339452,-1.544288,-0.649433,2.877143,1.274510,29.560000,38.340915,20.779085,40.112513,-0.020800,0.054330,-0.007543,114855685.000000,-0.130060,-0.485522,45.000000,22.500000
2021-03-03 00:00:00+00:00,PLTR,79046200,23.430000,23.590000,24.990000,25.170000,-0.037034,-0.036356,29.188500,28.589800,26.302062,27.987640,-1.685579,-0.856662,2.770000,1.274123,29.188500,38.330598,20.046402,38.373225,-0.056022,0.073760,-0.000400,115325600.000000,0.068235,-0.432339,45.000000,22.500000
2021-03-04 00:00:00+00:00,PLTR,161611200,23.050000,24.730000,24.850000,25.560000,0.047194,0.048326,28.837000,28.565000,26.060206,27.746334,-1.686128,-1.022555,2.708571,1.281723,28.837000,38.102554,19.571446,41.851242,-0.004829,0.101496,-0.005602,121640560.000000,1.044516,0.485593,45.000000,22.500000
2021-03-05 00:00:00+00:00,PLTR,173468600,20.180000,23.950000,24.360000,24.680000,-0.032049,-0.031541,28.432000,28.473800,25.735559,27.465124,-1.729565,-1.163957,2.868571,1.284531,28.432000,37.813603,19.050397,40.180343,-0.016831,0.187891,-0.019718,128735740.000000,0.073370,0.557561,45.000000,20.180000
2021-03-08 00:00:00+00:00,PLTR,94432800,22.400000,22.520000,23.770000,24.580000,-0.061565,-0.059708,27.855500,28.363400,25.240857,27.098818,-1.857961,-1.302758,2.695000,1.045606,27.855500,37.200485,18.510515,37.244516,-0.052587,0.096803,-0.024220,130338615.000000,-0.455620,-0.453660,45.000000,20.180000
2021-03-09 00:00:00+00:00,PLTR,99586500,23.100000,24.260000,23.380000,24.740000,0.074425,0.077265,27.266000,28.274800,25.089956,26.888536,-1.798579,-1.401922,2.658571,1.014697,27.266000,35.894461,18.637539,42.728005,0.037639,0.067601,-0.016407,131699140.000000,0.054575,-0.409978,45.000000,20.180000
2021-03-10 00:00:00+00:00,PLTR,103212800,24.270000,24.750000,25.030000,26.240000,0.019997,0.020198,26.595000,28.214800,25.037655,26.730125,-1.692470,-1.460032,2.615714,1.018010,26.595000,33.584726,19.605274,44.206501,-0.011187,0.079596,0.070573,134647620.000000,0.036414,-0.413966,45.000000,20.180000
2021-03-11 00:00:00+00:00,PLTR,84788700,25.580000,26.730000,25.950000,26.840000,0.076961,0.080000,26.146500,28.236800,25.298016,26.730116,-1.432100,-1.454445,2.422857,0.998202,26.146500,31.674638,20.618362,49.841296,0.030058,0.047138,0.036756,136628195.000000,-0.178506,-0.700813,45.000000,20.180000
2021-03-12 00:00:00+00:00,PLTR,58721900,25.180000,26.920000,25.740000,26.920000,0.007083,0.007108,25.837000,28.282000,25.547552,26.744182,-1.196630,-1.402882,2.357857,0.973513,25.837000,30.317452,21.356548,50.359386,0.045843,0.064636,-0.008092,136959545.000000,-0.307432,-1.063217,45.000000,20.180000
2021-03-15 00:00:00+00:00,PLTR,56101500,26.310000,26.790000,27.350000,27.470000,-0.004841,-0.004829,25.581000,28.315800,25.738698,26.747576,-1.008878,-1.324081,2.147857,0.973376,25.581000,29.077458,22.084542,49.979003,-0.020475,0.043300,0.062549,136718340.000000,-0.044624,-1.091548,45.000000,20.180000
2021-03-16 00:00:00+00:00,PLTR,73615100,25.230000,25.610000,26.750000,27.100000,-0.045046,-0.044046,25.469500,28.357000,25.718898,26.663311,-0.944413,-1.248148,2.175714,0.976047,25.469500,28.800973,22.138027,46.542527,-0.042617,0.073018,-0.021938,131384380.000000,0.312177,-0.776541,45.000000,20.180000
2021-03-17 00:00:00+00:00,PLTR,77081700,24.300000,25.210000,24.520000,25.730000,-0.015742,-0.015619,25.376000,28.393800,25.640606,26.555658,-0.915052,-1.181528,2.042857,0.947367,25.376000,28.621002,22.130998,45.402876,0.028140,0.056724,-0.083364,127688115.000000,0.047091,-0.672967,45.000000,20.180000
2021-03-18 00:00:00+00:00,PLTR,57141400,23.780000,23.980000,24.730000,25.180000,-0.050021,-0.048790,25.316500,28.381400,25.385128,26.364869,-0.979740,-1.141171,2.016429,0.951408,25.316500,28.620509,22.012491,41.997427,-0.030328,0.058382,0.008564,114886430.000000,-0.258690,-0.920715,45.000000,20.180000
2021-03-19 00:00:00+00:00,PLTR,57915900,23.390000,24.320000,24.010000,24.570000,0.014079,0.014178,25.082500,28.397000,25.221262,26.213397,-0.992134,-1.111364,1.957857,0.952291,25.082500,27.917729,22.247271,43.264223,0.012911,0.048520,-0.029114,101779040.000000,0.013554,-1.061403,45.000000,20.180000
2021-03-22 00:00:00+00:00,PLTR,46208100,23.860000,24.220000,24.890000,24.920000,-0.004120,-0.004112,24.893500,28.381400,25.067222,26.065738,-0.998516,-1.088794,1.938571,0.929136,24.893500,27.394054,22.392946,42.966988,-0.026918,0.043765,0.036651,94936970.000000,-0.202152,-1.269464,45.000000,20.180000
2021-03-23 00:00:00+00:00,PLTR,50169700,23.100000,23.260000,24.000000,24.100000,-0.040444,-0.039637,24.719000,28.342600,24.789188,25.857905,-1.068718,-1.084779,1.894286,0.909761,24.719000,27.160457,22.277543,40.117537,-0.030833,0.042992,-0.035757,90180985.000000,0.085734,-1.061167,45.000000,20.180000
2021-03-24 00:00:00+00:00,PLTR,69271900,21.750000,21.880000,23.300000,23.490000,-0.061162,-0.059329,24.493500,28.261600,24.341621,25.563246,-1.221625,-1.112148,1.839286,0.893093,24.493500,27.111818,21.875182,36.382372,-0.060944,0.079525,-0.029167,89139795.000000,0.380752,-0.522923,45.000000,20.180000
2021-03-25 00:00:00+00:00,PLTR,74592600,21.050000,22.580000,21.200000,22.800000,0.031492,0.031993,24.424500,28.189600,24.070602,25.342265,-1.271663,-1.144051,1.639286,0.892054,24.424500,27.171582,21.677418,39.461386,0.065094,0.077502,-0.090129,84780605.000000,0.076809,-0.299520,45.000000,20.180000
2021-03-26 00:00:00+00:00,PLTR,57916400,21.760000,22.580000,22.630000,23.050000,0.000000,0.000000,24.358500,28.131200,23.841279,25.137652,-1.296374,-1.174515,1.575714,0.875043,24.358500,27.219698,21.497302,39.461386,-0.002209,0.057130,0.067453,81696995.000000,-0.223564,-0.710204,45.000000,20.180000
2021-03-29 00:00:00+00:00,PLTR,57647400,21.390000,21.730000,22.480000,22.500000,-0.038371,-0.037644,24.204500,28.067400,23.516467,24.885234,-1.368767,-1.213366,1.502143,0.875400,24.204500,27.286417,21.122583,36.943357,-0.033363,0.051081,-0.006628,80326370.000000,-0.004645,-0.669041,45.000000,20.180000
2021-03-30 00:00:00+00:00,PLTR,52039700,20.860000,22.040000,21.360000,22.090000,0.014165,0.014266,24.082500,27.995400,23.289318,24.674476,-1.385158,-1.247724,1.448571,0.805410,24.082500,27.308316,20.856684,38.485045,0.031835,0.055808,-0.049822,79228505.000000,-0.097276,-0.788896,45.000000,20.180000
2021-03-31 00:00:00+00:00,PLTR,61458500,22.380000,23.290000,22.500000,23.850000,0.055165,0.056715,24.067500,27.928800,23.289423,24.571922,-1.282499,-1.254679,1.428571,0.823209,24.067500,27.305725,20.829275,44.389202,0.035111,0.063117,0.053371,78349120.000000,0.180993,-0.486861,45.000000,20.180000
2021-04-01 00:00:00+00:00,PLTR,51788800,22.730000,23.070000,23.950000,23.950000,-0.009491,-0.009446,23.984500,27.863400,23.255665,24.460668,-1.205003,-1.244744,1.391429,0.798820,23.984500,27.236294,20.732706,43.596112,-0.036743,0.052883,0.064444,72858000.000000,-0.157337,-0.725183,45.000000,20.180000
2021-04-05 00:00:00+00:00,PLTR,65374300,23.340000,23.440000,23.780000,24.450000,0.015911,0.016038,23.959000,27.812600,23.284025,24.385063,-1.101039,-1.216003,1.407143,0.655544,23.959000,27.219919,20.698081,45.364130,-0.014298,0.047355,-0.007098,67453285.000000,0.262325,-0.123463,45.000000,20.180000
2021-04-06 00:00:00+00:00,PLTR,41933500,22.830000,23.270000,23.550000,23.610000,-0.007279,-0.007253,23.996500,27.626400,23.281867,24.302466,-1.020599,-1.176922,1.329286,0.650079,23.996500,27.204564,20.788436,44.671282,-0.011890,0.033520,-0.009672,64828320.000000,-0.358563,-1.387531,45.000000,20.180000
2021-04-07 00:00:00+00:00,PLTR,32766200,22.810000,22.900000,23.000000,23.550000,-0.016028,-0.015900,23.928500,27.359800,23.223118,24.198580,-0.975461,-1.136630,1.280000,0.640241,23.928500,27.170522,20.686478,43.127393,-0.004348,0.032314,-0.023355,61487305.000000,-0.218615,-1.812745,45.000000,20.180000
2021-04-08 00:00:00+00:00,PLTR,35905500,22.740000,23.410000,23.200000,23.600000,0.022026,0.022271,23.861500,27.120600,23.251869,24.140166,-0.888297,-1.086963,1.239286,0.644201,23.861500,27.087384,20.635616,45.902732,0.009052,0.036736,0.008696,58121940.000000,0.095809,-1.647149,45.000000,20.180000
2021-04-09 00:00:00+00:00,PLTR,54082700,23.370000,24.040000,23.460000,24.350000,0.026556,0.026912,23.727000,26.821400,23.373120,24.132747,-0.759627,-1.021496,1.225000,0.591695,23.727000,26.660359,20.793641,49.200552,0.024723,0.040765,0.011207,56586640.000000,0.506251,-0.209484,42.000000,20.180000
2021-04-12 00:00:00+00:00,PLTR,68620800,22.730000,23.340000,24.520000,24.550000,-0.029550,-0.029118,23.548000,26.575000,23.368025,24.074025,-0.706000,-0.958397,1.279286,0.597972,23.548000,26.068882,21.027118,45.855627,-0.048124,0.077978,0.045183,57081585.000000,0.268812,0.942186,39.220000,20.180000
