Date,Open,High,Low,Close,Volume
2024-10-07,18.75,19.99,18.61,19.44,25996700
2024-10-08,18.50,19.17,18.29,18.75,49075100
2024-10-09,18.32,19.20,18.15,18.73,8671400
2024-10-10,18.01,18.23,17.53,17.85,11351700
2024-10-11,17.80,18.73,17.36,18.69,8557100
2024-10-14,20.00,21.19,19.70,20.50,19101300
2024-10-15,20.41,22.94,20.08,22.80,17277400
2024-10-16,22.64,23.07,22.19,22.36,8478700
2024-10-17,21.80,22.28,21.25,21.56,7421300
2024-10-18,21.76,22.16,21.10,22.15,6348400
2024-10-21,22.20,23.31,21.86,23.05,8054500
2024-10-22,22.80,23.74,22.55,23.59,7418600
2024-10-23,23.15,23.20,20.77,21.38,11670600
2024-10-24,21.62,21.97,21.16,21.52,5932000
2024-10-25,21.50,22.20,21.27,21.73,3971000
2024-10-28,22.46,23.21,22.36,23.08,6136300
2024-10-29,23.16,23.56,22.21,22.24,6379300
2024-10-30,21.54,21.86,18.63,19.04,25749100
2024-10-31,19.11,19.19,18.33,18.83,10793000
2024-11-01,19.00,20.59,18.70,20.36,12245000
2024-11-04,20.15,21.35,20.03,20.76,18449700
2024-11-05,22.08,22.28,19.54,20.64,41777400
2024-11-06,21.60,24.68,21.36,23.42,36942800
2024-11-07,23.40,24.35,23.28,23.62,13278100
2024-11-08,23.60,23.61,21.41,23.41,17983800
2024-11-11,24.80,29.68,24.39,27.88,38534700
2024-11-12,26.46,28.37,26.16,26.69,15916200
2024-11-13,29.12,30.44,27.51,27.60,21430900
2024-11-14,24.08,25.45,20.21,20.85,62791600
2024-11-15,21.33,21.38,19.15,19.32,32409600
2024-11-18,19.50,21.92,19.29,20.99,23562200
2024-11-19,20.58,23.64,20.02,23.53,22845300
2024-11-20,23.05,23.12,21.44,21.79,18420500
2024-11-21,21.90,24.58,21.36,24.15,24054400
2024-11-22,23.72,25.37,23.03,25.33,17465100
2024-11-25,26.49,31.40,26.37,31.35,49446700
2024-11-26,29.90,31.68,29.37,30.68,19613600
2024-11-27,31.49,35.02,30.03,30.34,24738800
2024-11-29,30.24,32.65,29.80,32.22,10258600
2024-12-02,33.56,33.99,30.72,30.85,15623300
2024-12-03,31.29,33.93,30.77,32.21,13983300
2024-12-04,32.00,34.41,31.90,33.92,14816300
2024-12-05,33.10,34.88,31.54,31.60,14224400
2024-12-06,32.64,34.50,31.00,34.23,13460700
2024-12-09,34.30,34.86,32.60,32.63,10909200
2024-12-10,32.25,32.30,29.68,30.87,14460600
2024-12-11,30.51,30.51,28.72,30.19,13123900
2024-12-12,30.20,32.22,30.09,30.09,8481300
2024-12-13,29.72,30.60,28.40,30.02,7944400
2024-12-16,29.58,31.40,28.51,31.25,9336400
2024-12-17,32.20,33.14,30.16,31.12,14673200
2024-12-18,31.34,31.62,28.19,28.55,13605700
2024-12-19,26.04,27.81,24.62,26.36,31501300
2024-12-20,26.04,27.13,25.31,26.20,17296300
2024-12-23,26.93,27.70,26.20,27.60,11008700
2024-12-24,27.97,28.29,27.37,28.15,4484600
2024-12-26,28.05,30.23,27.75,28.49,9851600
2024-12-27,28.46,28.71,26.38,26.56,8871100
2024-12-30,25.54,26.13,25.01,25.17,9286200
2024-12-31,25.60,25.70,24.11,24.18,8860200
2025-01-02,24.62,25.85,24.20,25.20,9574200
2025-01-03,25.11,26.75,25.06,26.63,7243100
2025-01-06,27.35,28.20,26.36,26.90,9048400
2025-01-07,27.68,28.81,26.26,27.67,10929200
2025-01-08,26.70,28.30,25.47,25.73,11265200
2025-01-10,24.15,25.61,24.07,25.41,9237100
2025-01-13,24.77,26.38,24.21,25.90,11874800
2025-01-14,25.90,26.59,25.16,26.21,7157000
2025-01-15,27.24,27.95,25.94,27.86,10510600
2025-01-16,28.09,28.68,26.65,27.94,9732000
2025-01-17,27.69,28.09,25.56,27.85,18881000
2025-01-21,28.68,30.00,28.01,29.81,11636000
2025-01-22,29.73,30.19,28.75,29.72,7627200
2025-01-23,29.03,30.91,28.48,30.89,9509000
2025-01-24,31.00,32.07,30.65,30.87,8964300
2025-01-27,29.29,31.87,29.10,30.51,10985000
2025-01-28,31.00,32.73,30.35,31.54,7679400
2025-01-29,31.90,32.33,30.92,31.86,6040500
2025-01-30,32.18,34.35,32.09,33.96,11315800
2025-01-31,34.00,37.96,33.68,37.28,19691200
2025-02-03,35.01,39.74,35.00,38.93,19020400
2025-02-04,39.33,41.98,38.38,41.85,16473400
2025-02-05,42.00,44.43,41.40,42.20,17369000
2025-02-06,41.90,43.16,39.27,40.47,15790500
2025-02-07,41.48,46.01,41.48,42.55,21856500
2025-02-10,43.23,45.18,41.30,44.77,13148800
2025-02-11,44.18,45.14,42.71,43.58,7337100
2025-02-12,43.00,46.49,42.80,46.34,9167900
2025-02-13,47.53,59.55,47.14,59.18,42823800
2025-02-14,60.02,64.84,58.62,60.47,38734300
2025-02-18,60.70,60.99,56.36,58.50,21100900
2025-02-19,59.26,72.98,58.69,68.74,59517400
2025-02-20,65.08,67.38,59.60,66.41,30853000
2025-02-21,53.51,57.37,49.05,49.28,88977000
2025-02-24,48.14,52.72,43.81,51.31,63215400
2025-02-25,39.88,43.22,36.02,39.86,82827000
2025-02-26,40.24,44.62,39.92,41.89,44967100
2025-02-27,43.21,45.80,40.46,41.34,40655100
2025-02-28,40.43,45.31,40.14,45.09,30500100
2025-03-03,44.97,46.35,39.66,40.68,25679000
2025-03-04,37.99,42.19,36.81,40.49,24460300
2025-03-05,37.79,41.32,37.42,40.89,21294300
2025-03-06,37.40,38.69,34.00,34.39,31345400
2025-03-07,34.41,36.27,32.68,35.95,23580200
2025-03-10,34.11,37.15,33.33,34.47,29324200
2025-03-11,34.77,37.69,34.30,34.71,23553700
2025-03-12,36.15,37.28,32.77,33.93,21357500
2025-03-13,33.48,33.64,31.01,31.54,19828500
2025-03-14,32.00,33.29,31.51,33.14,17092900
2025-03-17,33.65,35.69,32.59,34.69,18134400
2025-03-18,34.31,34.39,31.26,31.49,15345700
2025-03-19,31.73,34.94,31.02,33.88,17741900
2025-03-20,33.27,34.25,32.36,32.87,15791100
2025-03-21,32.60,35.20,31.88,34.75,49693300
2025-03-24,35.85,38.18,34.92,37.41,26407400
2025-03-25,37.82,38.69,35.77,37.04,17549600
2025-03-26,37.78,37.94,33.25,33.36,17227100
2025-03-27,32.96,33.30,31.78,31.92,15241700
2025-03-28,31.59,31.89,28.90,29.14,20932200
2025-03-31,27.77,30.17,27.22,29.55,19861600
2025-04-01,29.70,33.70,28.76,31.05,46231100
2025-04-02,29.16,31.25,28.95,31.22,25183700
2025-04-03,28.40,29.87,27.81,27.99,19702700
2025-04-04,26.30,27.09,23.97,25.99,27692800
2025-04-07,24.50,30.00,23.97,27.77,26512900
2025-04-08,29.80,29.90,25.12,26.10,26805700
2025-04-09,26.25,30.28,25.43,29.49,34893100
2025-04-10,28.49,28.87,26.02,26.81,19393500
2025-04-11,26.77,27.34,25.71,27.23,16252900
2025-04-14,28.72,29.00,27.20,28.31,13987400
