Date,Open,High,Low,Close,Volume
2024-10-07,1.59,1.61,1.52,1.54,3233800
2024-10-08,1.56,1.56,1.50,1.51,1362100
2024-10-09,1.52,1.54,1.48,1.54,1705800
2024-10-10,1.50,1.52,1.48,1.50,1475900
2024-10-11,1.50,1.61,1.50,1.61,2870300
2024-10-14,1.68,1.94,1.67,1.91,22688100
2024-10-15,1.89,1.89,1.71,1.76,8902700
2024-10-16,1.79,1.80,1.71,1.75,3957400
2024-10-17,1.73,1.76,1.66,1.70,3921900
2024-10-18,1.72,1.84,1.71,1.75,4289700
2024-10-21,1.74,1.76,1.66,1.73,3570100
2024-10-22,1.71,1.74,1.70,1.71,2091100
2024-10-23,1.69,1.70,1.56,1.60,4627400
2024-10-24,1.63,1.65,1.60,1.63,2915000
2024-10-25,1.66,1.66,1.58,1.59,2364900
2024-10-28,1.61,1.75,1.59,1.73,5505400
2024-10-29,1.75,1.80,1.70,1.77,4189200
2024-10-30,1.74,1.76,1.68,1.68,2638700
2024-10-31,1.68,1.69,1.56,1.59,3888900
2024-11-01,1.64,1.66,1.58,1.58,2727900
2024-11-04,1.64,1.66,1.59,1.61,3047400
2024-11-05,1.71,1.79,1.67,1.76,10076900
2024-11-06,1.63,1.67,1.51,1.59,8098300
2024-11-07,1.60,1.77,1.59,1.74,7373000
2024-11-08,1.73,1.79,1.69,1.76,6194900
2024-11-11,1.84,1.97,1.73,1.96,16049700
2024-11-12,1.96,1.97,1.78,1.82,9040200
2024-11-13,1.84,1.85,1.65,1.71,7845600
2024-11-14,1.71,1.80,1.70,1.73,5100200
2024-11-15,1.76,1.76,1.68,1.70,3796500
2024-11-18,1.73,1.83,1.70,1.76,5203000
2024-11-19,1.76,2.08,1.74,2.06,23552200
2024-11-20,2.06,2.10,1.97,2.09,10338300
2024-11-21,2.16,2.30,2.08,2.19,19668400
2024-11-22,2.24,2.51,2.20,2.45,23607100
2024-11-25,2.60,2.63,2.21,2.25,25145800
2024-11-26,2.09,2.18,2.02,2.12,12478600
2024-11-27,2.18,2.24,2.05,2.15,9040400
2024-11-29,2.17,2.39,2.10,2.29,12743800
2024-12-02,2.36,2.37,2.16,2.20,12215800
2024-12-03,2.12,2.92,2.12,2.83,59769800
2024-12-04,2.76,3.00,2.50,2.61,45845100
2024-12-05,2.68,3.20,2.65,2.86,53165800
2024-12-06,3.18,3.63,3.09,3.38,71589000
2024-12-09,4.15,4.49,3.55,3.66,105006500
2024-12-10,3.42,3.56,3.03,3.11,52009200
2024-12-11,3.11,3.15,2.73,2.98,44904700
2024-12-12,2.94,2.94,2.52,2.66,41307900
2024-12-13,2.62,2.70,2.42,2.52,31402100
2024-12-16,2.60,3.18,2.55,2.99,69808800
2024-12-17,3.17,3.45,2.95,3.40,63485700
2024-12-18,3.43,3.82,2.99,3.13,71583900
2024-12-19,3.42,3.71,2.80,2.82,80455700
2024-12-20,2.73,3.15,2.67,3.11,39739000
2024-12-23,3.20,3.50,3.03,3.19,51724600
2024-12-24,3.22,3.75,3.12,3.73,49682000
2024-12-26,3.94,4.73,3.80,4.45,111565300
2024-12-27,4.50,4.61,3.84,4.21,67356600
2024-12-30,4.10,5.08,4.08,4.81,76085000
2024-12-31,5.12,5.20,4.21,4.45,66353000
2025-01-02,4.59,4.64,4.05,4.11,40861600
2025-01-03,4.08,4.56,3.97,4.53,48928800
2025-01-06,4.50,4.79,4.29,4.30,42661600
2025-01-07,4.31,4.37,3.91,3.96,33669700
2025-01-08,3.72,3.87,3.19,3.32,48265000
2025-01-10,3.34,3.42,3.18,3.24,22945400
2025-01-13,3.00,3.13,2.85,2.98,23897000
2025-01-14,3.17,3.31,3.05,3.18,19844500
2025-01-15,3.40,3.53,3.26,3.39,27000200
2025-01-16,3.73,4.17,3.57,4.15,58472300
2025-01-17,4.26,4.40,3.91,3.92,37863800
2025-01-21,3.94,4.51,3.93,4.41,42925000
2025-01-22,4.60,4.82,4.34,4.44,40330800
2025-01-23,4.30,4.44,4.10,4.22,24694500
2025-01-24,4.25,4.59,4.12,4.13,29619500
2025-01-27,3.78,3.97,3.50,3.68,25342000
2025-01-28,3.82,3.87,3.55,3.70,19339700
2025-01-29,3.70,3.81,3.52,3.64,14850100
2025-01-30,3.85,4.30,3.85,4.12,46164500
2025-01-31,4.25,4.53,4.12,4.24,40859700
2025-02-03,3.83,4.40,3.78,4.23,26528300
2025-02-04,4.50,5.07,4.46,4.91,68485800
2025-02-05,5.50,7.54,5.36,7.11,269635400
2025-02-06,7.48,7.82,6.67,6.77,165866100
2025-02-07,6.77,9.31,6.52,8.59,231271400
2025-02-10,9.43,9.70,8.20,8.72,187527700
2025-02-11,8.47,9.41,7.87,8.00,119094100
2025-02-12,7.70,9.93,7.55,9.74,153707500
2025-02-13,10.28,10.36,9.06,9.78,126712700
2025-02-14,9.39,9.58,8.56,9.02,84258000
2025-02-18,9.00,9.45,8.27,8.42,59371700
2025-02-19,8.30,8.48,7.68,7.87,65282100
2025-02-20,7.30,7.65,6.73,7.51,55554500
2025-02-21,7.75,7.88,6.70,6.79,41455500
2025-02-24,6.72,6.74,5.88,5.94,43317600
2025-02-25,5.78,6.16,5.25,5.60,43421700
2025-02-26,5.91,6.26,5.53,5.69,39310100
2025-02-27,5.91,6.03,5.06,5.12,39244300
2025-02-28,4.99,5.34,4.80,5.16,44205500
2025-03-03,5.49,5.65,4.69,4.76,56291000
2025-03-04,4.52,5.00,4.39,4.71,48713400
2025-03-05,4.73,4.80,4.45,4.80,44050300
2025-03-06,4.49,4.54,4.10,4.20,55737200
2025-03-07,3.53,3.54,3.13,3.34,78654600
2025-03-10,3.47,3.57,3.05,3.14,62428600
2025-03-11,3.03,3.24,2.93,3.18,42521200
2025-03-12,3.38,3.47,3.14,3.27,47821200
2025-03-13,3.26,3.33,3.12,3.27,30810300
2025-03-14,3.36,3.59,3.32,3.53,55122200
