Date,Open,High,Low,Close,Volume
2024-12-04,24.76,27.24,24.76,26.34,17759900
2024-12-05,26.42,28.50,25.94,27.63,26740200
2024-12-06,28.02,28.67,26.92,27.72,16229800
2024-12-09,27.97,28.36,27.07,27.38,14278200
2024-12-10,27.04,27.84,26.06,26.40,11002100
2024-12-11,26.70,27.42,26.07,26.55,8187300
2024-12-12,26.11,26.84,25.50,26.12,6591500
2024-12-13,26.00,26.22,24.26,24.44,11376700
2024-12-16,24.45,25.65,24.26,25.16,10141200
2024-12-17,24.79,24.95,23.89,24.66,8064800
2024-12-18,24.67,24.88,22.16,22.34,9026200
2024-12-19,22.50,23.24,21.85,22.26,8688800
2024-12-20,21.83,23.11,21.69,22.51,12688000
2024-12-23,22.42,22.50,21.91,22.36,5809200
2024-12-24,22.25,23.03,21.99,22.80,3786400
2024-12-26,22.69,24.39,22.59,24.17,9752800
2024-12-27,24.05,24.37,22.70,22.84,7471000
2024-12-30,22.56,22.88,21.57,22.51,6670300
2024-12-31,22.73,22.94,22.25,22.47,7438400
2025-01-02,25.18,26.08,23.36,24.51,33318800
2025-01-03,24.45,25.00,23.42,24.09,14011600
2025-01-06,24.55,25.80,24.53,24.94,10047600
2025-01-07,25.08,25.20,22.96,23.08,8765000
2025-01-08,22.57,23.54,22.16,22.95,8487300
2025-01-10,22.31,22.34,20.89,20.90,9209100
2025-01-13,20.61,21.87,20.42,21.70,10615800
2025-01-14,21.89,22.55,21.84,21.96,7355200
2025-01-15,22.82,23.54,21.88,22.04,9447100
2025-01-16,21.91,22.14,21.38,21.75,6204900
2025-01-17,22.36,22.64,21.53,21.77,7608900
2025-01-21,21.87,22.70,21.34,22.18,7046400
2025-01-22,22.68,23.18,22.34,23.06,6946400
2025-01-23,23.10,23.80,22.80,23.13,7628400
2025-01-24,23.22,23.58,22.24,22.32,9530500
2025-01-27,21.65,22.30,21.26,21.75,5505900
2025-01-28,22.07,23.49,21.58,23.25,9242700
2025-01-29,23.12,23.23,22.50,22.94,4578300
2025-01-30,23.02,23.23,22.47,23.01,4609700
2025-01-31,23.47,23.78,21.96,22.20,7870800
2025-02-03,21.06,21.88,20.78,21.39,6001700
2025-02-04,21.78,22.07,21.37,21.47,4197300
2025-02-05,21.36,21.54,20.93,21.11,5867300
2025-02-06,20.98,21.80,20.91,21.19,7979100
2025-02-07,21.20,21.74,20.95,21.04,5717200
2025-02-10,21.34,21.75,20.26,20.40,9635300
2025-02-11,20.01,20.17,19.44,19.50,10622900
2025-02-12,19.22,19.53,19.06,19.44,7401300
2025-02-13,20.63,21.11,19.94,20.74,14695400
2025-02-14,21.15,21.58,20.96,21.51,9454000
2025-02-18,21.70,22.05,21.24,21.82,11232200
2025-02-19,21.63,22.19,21.00,21.47,14323100
2025-02-20,24.68,28.01,24.49,28.00,64160000
2025-02-21,29.33,30.88,27.82,28.34,39844500
2025-02-24,27.00,28.10,26.32,27.28,28932500
2025-02-25,26.95,27.12,24.21,25.65,28402700
2025-02-26,25.99,27.63,25.95,26.51,14538100
2025-02-27,26.45,26.73,25.10,26.17,16923000
2025-02-28,25.50,26.57,25.09,25.64,13747400
2025-03-03,25.39,25.49,23.53,23.70,12122300
2025-03-04,23.26,25.34,22.66,24.72,14972600
2025-03-05,24.52,25.52,24.26,25.40,8323000
2025-03-06,24.76,25.13,22.88,23.16,9726800
2025-03-07,23.00,24.41,22.33,24.19,13832400
2025-03-10,22.76,23.00,20.76,21.51,16327300
2025-03-11,22.03,22.09,20.78,20.97,14283100
2025-03-12,21.65,22.27,21.32,21.51,10816700
2025-03-13,21.04,21.59,20.01,20.48,8419800
2025-03-14,20.97,21.33,20.69,20.77,7249700
2025-03-17,20.70,21.92,20.61,21.46,6564600
2025-03-18,21.17,21.35,20.76,21.15,6850800
2025-03-19,21.27,21.94,21.11,21.56,5738000
2025-03-20,21.19,21.78,20.91,21.03,4711400
2025-03-21,20.59,21.59,20.57,21.55,7853300
2025-03-24,22.21,22.88,22.21,22.73,6905700
2025-03-25,22.82,23.66,22.76,22.89,6404100
2025-03-26,22.51,22.70,21.70,22.07,6422300
2025-03-27,21.79,22.00,21.12,21.58,7282000
2025-03-28,21.33,21.70,20.10,20.54,11066400
2025-03-31,19.82,19.85,18.89,19.59,9132500
2025-04-01,19.80,20.42,19.36,20.19,6629600
2025-04-02,19.73,21.16,19.70,20.91,6540100
2025-04-03,19.26,19.48,17.72,18.19,12661200
2025-04-04,17.30,17.62,16.11,16.92,13056500
2025-04-07,16.00,18.27,15.33,17.25,18500000
2025-04-08,18.12,18.29,16.38,16.75,12877900
2025-04-09,16.77,20.37,16.68,19.99,13040800
2025-04-10,19.09,19.27,17.97,19.08,9186800
2025-04-11,18.90,19.26,18.26,19.23,5940800
2025-04-14,19.72,19.92,18.12,18.16,9912300
2025-04-15,18.17,18.87,18.17,18.82,6044600
2025-04-16,18.43,19.10,18.30,18.89,6031900
2025-04-17,19.26,19.28,18.85,19.23,4584200
2025-04-21,18.80,19.68,18.78,19.25,6134600
2025-04-22,19.64,20.50,19.64,20.17,7381200
2025-04-23,21.09,22.08,20.80,20.95,7996600
2025-04-24,21.15,22.37,21.02,22.31,8313400
2025-04-25,22.25,22.69,21.96,22.45,6382600
2025-04-28,22.48,22.69,21.75,22.12,5187100
2025-04-29,22.23,22.61,21.98,22.31,5208900
2025-04-30,20.50,21.34,20.11,21.07,7273400
2025-05-01,21.94,22.10,21.11,21.19,8473800
2025-05-02,21.57,21.81,21.32,21.44,6128500
2025-05-05,21.25,21.78,21.13,21.47,7489300
2025-05-06,20.92,21.67,20.79,21.32,8816200
2025-05-07,21.32,22.20,19.81,20.66,23324500
2025-05-08,21.02,21.33,20.30,20.65,15927600
2025-05-09,20.79,21.47,20.44,20.56,7392300
2025-05-12,21.63,22.17,21.22,21.84,12268800
2025-05-13,21.93,22.20,21.32,21.95,10372800
2025-05-14,21.85,22.56,21.47,21.54,7511700
2025-05-15,21.23,21.62,20.78,21.22,7191500
2025-05-16,21.42,23.07,21.35,22.81,13766600
2025-05-19,22.10,22.43,21.37,22.24,14199200
2025-05-20,22.23,22.81,21.71,22.23,7877500
2025-05-21,21.86,22.36,20.45,20.81,9999900
2025-05-22,20.88,22.33,20.66,21.86,9618400
2025-05-23,21.29,21.32,20.74,20.75,9609800
2025-05-27,21.14,21.89,20.63,21.81,10365100
2025-05-28,21.83,25.34,21.83,24.54,39242000
2025-05-29,24.78,24.91,23.32,23.77,13815800
2025-05-30,25.00,27.73,24.81,26.08,46642400
2025-06-02,25.55,26.73,25.49,26.24,17472200
2025-06-03,26.30,26.62,25.68,26.20,8787400
2025-06-04,26.50,28.28,24.91,26.06,39633500
2025-06-05,26.17,26.33,24.12,24.79,17149400
2025-06-06,25.21,25.94,24.95,25.13,8897100
2025-06-09,25.47,25.68,24.57,24.69,11316300
2025-06-10,24.67,25.00,24.14,24.84,10212300
2025-06-11,25.00,25.14,23.90,24.23,9196100
2025-06-12,24.00,25.09,23.76,24.98,10529500
2025-06-13,24.39,24.93,23.65,23.66,11177600
2025-06-16,24.13,24.56,24.04,24.40,9300500
2025-06-17,24.10,24.20,23.45,23.55,8268300
2025-06-18,23.49,24.17,23.37,23.91,7037600
2025-06-20,24.03,24.20,22.92,23.07,9182200
2025-06-23,22.87,23.47,22.17,23.30,8816100
2025-06-24,23.97,24.56,23.60,24.04,7992800
2025-06-25,24.30,24.62,23.72,24.15,8158900
2025-06-26,23.17,23.51,22.75,23.40,14558100
2025-06-27,23.20,24.52,22.93,24.32,14990100
2025-06-30,24.38,24.56,23.81,24.20,8582700
2025-07-01,24.01,24.90,23.68,24.01,9804900
2025-07-02,23.98,24.55,23.71,24.28,7390900
2025-07-03,24.53,26.43,24.27,26.13,14056700
2025-07-07,26.27,28.16,26.27,27.86,33879400
2025-07-08,27.86,29.71,27.48,29.40,23756000
2025-07-09,29.37,30.14,28.52,29.35,16968800
2025-07-10,29.58,29.77,28.92,29.16,9806300
2025-07-11,28.63,29.53,28.52,28.93,8950300
2025-07-14,28.70,30.23,28.68,29.22,9664500
2025-07-15,29.46,30.47,29.12,29.69,10279600
2025-07-16,32.24,34.55,32.05,33.94,40096100
2025-07-17,34.85,38.96,34.73,36.52,40236300
2025-07-18,36.07,37.04,35.25,36.75,15957100
2025-07-21,36.99,37.20,35.45,35.92,11218900
2025-07-22,35.80,36.16,33.58,34.23,16001400
2025-07-23,33.55,33.70,32.67,33.41,14145500
2025-07-24,33.50,33.79,32.30,33.34,8614500
2025-07-25,33.65,33.65,32.42,32.77,7937700
2025-07-28,32.99,33.90,32.48,33.49,8978000
2025-07-29,33.50,33.70,31.92,32.54,7342500
2025-07-30,32.60,33.72,32.52,32.97,9168600
2025-07-31,33.50,34.87,33.06,33.36,14814700
2025-08-01,32.00,32.44,30.98,31.83,10270600
2025-08-04,32.22,34.60,32.13,34.01,16341600
2025-08-05,34.32,35.24,33.70,33.94,16420000
2025-08-06,37.95,38.90,29.75,31.92,46063600
2025-08-07,32.78,33.78,32.34,33.57,18738300
2025-08-08,33.82,35.05,33.20,33.25,12041900
2025-08-11,32.83,34.22,32.56,33.19,8746200
2025-08-12,33.50,37.43,33.44,37.29,19856700
2025-08-13,37.65,38.11,36.52,37.94,14774500
2025-08-14,37.41,38.66,36.64,38.42,13307400
2025-08-15,38.37,38.99,37.31,38.01,8588100
2025-08-18,37.89,39.72,37.48,38.34,13348500
2025-08-19,38.01,38.02,36.08,37.23,11540900
2025-08-20,36.38,36.70,34.81,35.84,10797100
2025-08-21,35.24,36.70,34.61,36.28,10897700
2025-08-22,36.09,39.60,35.92,39.16,16041700
2025-08-25,38.92,39.94,38.34,39.83,12924400
2025-08-26,39.81,40.88,39.61,40.07,12810900
2025-08-27,39.90,40.82,39.09,40.34,10698400
2025-08-28,40.13,41.41,39.78,40.17,7574000
2025-08-29,39.91,40.08,38.77,39.41,10197300
2025-09-02,38.00,39.77,37.26,39.41,11161200
2025-09-03,39.46,40.67,38.94,39.10,6275100
2025-09-04,39.16,40.65,38.85,40.18,7513000
2025-09-05,42.21,44.22,41.25,43.82,20070300
2025-09-08,44.16,45.74,43.21,45.50,17827200
2025-09-09,45.40,45.83,44.52,45.50,9808800
2025-09-10,45.87,46.00,42.74,43.10,10609500
2025-09-11,43.48,44.99,43.17,43.40,10554600
2025-09-12,43.03,43.99,42.62,43.55,9122800
2025-09-15,43.94,46.76,43.93,46.53,11510500
2025-09-16,46.24,46.94,44.86,45.92,10403400
2025-09-17,45.92,46.10,44.62,45.57,7253300
2025-09-18,43.20,45.83,43.06,45.45,12922300
2025-09-19,45.72,46.41,45.31,46.05,11986100
2025-09-22,45.94,46.81,45.75,45.91,6626200
2025-09-23,46.10,46.15,44.37,44.52,12632900
2025-09-24,44.69,45.39,43.69,44.45,6135600
2025-09-25,43.40,43.63,42.03,42.11,9230800
2025-09-26,41.80,42.88,41.22,42.76,8977800
2025-09-29,43.39,43.52,42.62,42.94,8019900
2025-09-30,42.56,42.94,39.27,40.04,15046600
2025-10-01,40.09,40.72,37.75,38.30,21872500
2025-10-02,38.83,39.20,37.92,39.10,10324800
2025-10-03,39.47,39.72,37.15,37.89,11158900
2025-10-06,38.50,38.75,36.81,37.53,13556000
2025-10-07,36.87,37.18,35.72,36.47,6735151
